stargateID,destinationID
50000396,50003352
50000397,50001573
50000398,50002169
50000399,50003568
50000400,50000389
50000401,50004134
50000402,50007008
50000403,50007872
50000404,50009201
50000405,50013474
50000406,50000514
50000407,50000727
50000408,50002113
50000409,50002622
50000410,50000032
50000411,50000088
50000412,50001290
50000413,50002045
50000414,50001182
50000415,50002111
50000416,50002287
50000417,50001786
50000418,50002102
50000419,50000779
50000420,50001159
50000421,50002712
50000422,50001502
50000423,50000297
50000424,50001594
50000425,50001725
50000426,50000509
50000427,50002142
50000428,50000469
50000429,50000652
50000430,50000714
50000431,50001385
50000432,50000283
50000433,50002173
50000434,50000036
50000435,50000718
50000436,50001041
50000437,50002037
50000438,50002276
50000439,50000063
50000440,50000122
50000441,50000108
50000442,50001136
50000443,50004793
50000444,50006386
50000445,50000052
50000446,50000069
50000447,50001683
50000448,50003180
50000449,50006596
50000450,50000078
50000451,50000354
50000452,50001375
50000453,50000363
50000454,50002971
50000455,50000137
50000456,50000647
50000457,50002274
50000458,50000478
50000459,50000803
50000460,50000809
50000461,50001272
50000462,50001295
50000463,50002221
50000464,50001042
50000465,50001538
50000466,50001747
50000467,50002000
50000468,50004085
50000469,50000428
50000470,50000653
50000471,50001360
50000472,50001386
50000476,50002319
50000477,50002923
50000478,50000458
50000479,50000804
50000480,50001411
50000481,50002187
50000482,50000001
50000483,50001153
50000484,50001870
50000485,50001894
50000486,50001321
50000487,50002873
50000488,50002191
50000489,50003093
50000490,50004667
50000491,50001484
50000492,50002346
50000493,50002573
50000494,50012974
50000498,50000755
50000499,50002425
50000500,50000869
50000501,50001908
50000502,50000304
50000503,50001462
50000504,50000786
50000505,50002448
50000506,50003689
50000507,50004332
50000508,50000383
50000509,50000426
50000510,50000890
50000514,50000406
50000515,50000761
50000516,50001814
50000517,50002022
50000518,50001015
50000519,50004015
50000524,50000301
50000525,50001732
50000526,50002389
50000527,50003099
50000528,50001164
50000529,50003084
50000530,50000963
50000531,50001438
50000532,50002382
50000533,50002999
50000534,50000690
50000535,50000772
50000536,50002224
50000537,50002462
50000538,50002477
50000539,50000870
50000540,50001080
50000545,50000687
50000546,50002257
50000547,50001004
50000548,50001427
50000549,50002184
50000550,50000111
50000551,50000638
50000552,50000154
50000553,50003020
50000554,50005011
50000555,50000126
50000556,50000715
50000557,50001623
50000558,50000567
50000559,50001521
50000560,50002068
50000561,50002807
50000562,50003880
50000563,50002095
50000564,50004016
50000565,50000703
50000566,50000871
50000567,50000558
50000568,50000791
50000569,50000338
50000570,50001976
50000571,50000899
50000572,50001511
50000573,50002012
50000574,50002789
50000575,50005133
50000576,50001602
50000577,50002554
50000578,50001562
50000579,50001769
50000580,50002164
50000581,50005268
50000582,50000053
50000583,50002215
50000584,50000170
50000585,50001865
50000586,50002760
50000587,50003387
50000588,50004145
50000589,50001585
50000590,50002151
50000594,50002139
50000597,50000697
50000598,50002132
50000599,50002426
50000600,50001082
50000601,50002901
50000602,50002983
50000603,50001050
50000604,50001627
50000609,50001638
50000610,50001873
50000611,50002531
50000612,50000377
50000613,50001013
50000614,50002098
50000615,50000089
50000616,50000256
50000617,50001128
50000618,50001611
50000619,50001070
50000620,50002255
50000621,50000797
50000622,50002032
50000623,50003863
50000625,50011668
50000626,50000731
50000627,50001586
50000628,50000705
50000629,50001137
50000630,50003186
50000631,50007174
50000632,50007837
50000633,50000171
50000634,50001866
50000635,50002260
50000636,50002030
50000637,50002109
50000638,50000551
50000639,50000852
50000640,50001492
50000641,50004375
50000642,50000098
50000643,50001109
50000644,50001636
50000645,50000340
50000646,50001030
50000647,50000456
50000648,50000900
50000649,50001206
50000650,50002147
50000651,50000381
50000652,50000429
50000653,50000470
50000654,50000698
50000655,50000844
50000656,50001541
50000657,50001499
50000658,50000123
50000659,50001413
50000660,50001851
50000661,50001482
50000662,50001706
50000663,50001741
50000664,50002001
50000665,50003051
50000668,50001960
50000669,50002952
50000670,50003238
50000671,50004242
50000672,50004601
50000673,50006160
50000677,50001905
50000678,50002589
50000679,50000904
50000680,50002291
50000681,50006303
50000682,50008148
50000683,50000370
50000684,50001194
50000685,50001334
50000686,50006737
50000687,50000545
50000688,50001507
50000689,50001748
50000690,50000534
50000691,50002225
50000692,50002228
50000693,50005091
50000694,50001500
50000695,50002229
50000696,50000011
50000697,50000597
50000698,50000654
50000699,50004868
50000700,50000187
50000701,50001529
50000702,50002713
50000703,50000565
50000704,50002205
50000705,50000628
50000706,50002953
50000707,50007838
50000708,50000285
50000709,50000295
50000710,50000084
50000711,50000103
50000712,50001144
50000713,50001806
50000714,50000430
50000715,50000556
50000716,50000022
50000717,50000308
50000718,50000435
50000719,50000872
50000720,50000942
50000721,50001794
50000722,50000070
50000723,50004526
50000727,50000407
50000728,50001934
50000729,50002023
50000730,50000074
50000731,50000626
50000732,50000984
50000733,50001121
50000734,50007236
50000735,50001373
50000736,50001401
50000737,50000857
50000738,50004548
50000739,50001669
50000740,50002112
50000741,50001085
50000742,50001140
50000743,50002240
50000744,50006512
50000745,50001542
50000746,50002220
50000747,50002514
50000748,50002862
50000749,50001849
50000753,50000901
50000754,50000096
50000755,50000498
50000756,50001906
50000757,50001129
50000758,50001612
50000759,50000860
50000760,50001045
50000761,50000515
50000762,50002074
50000763,50000090
50000764,50000113
50000765,50002245
50000766,50001345
50000767,50002160
50000768,50003607
50000769,50001480
50000770,50003377
50000771,50004163
50000772,50000535
50000773,50002463
50000774,50002478
50000775,50000341
50000776,50002316
50000777,50000798
50000778,50003042
50000779,50000419
50000780,50001089
50000781,50001733
50000782,50004174
50000783,50000079
50000784,50000127
50000785,50000040
50000786,50000504
50000787,50001799
50000788,50002347
50000789,50000175
50000790,50001122
50000791,50000568
50000792,50001603
50000793,50002270
50000794,50001114
50000795,50002006
50000796,50002062
50000797,50000621
50000798,50000777
50000799,50002803
50000800,50005441
50000801,50000364
50000802,50001248
50000803,50000459
50000804,50000479
50000805,50001709
50000806,50000970
50000807,50001006
50000808,50001737
50000809,50000460
50000810,50004357
50000811,50000959
50000812,50001640
50000813,50002128
50000814,50002262
50000815,50002320
50000816,50002675
50000817,50002690
50000818,50003872
50000822,50001279
50000823,50001400
50000824,50001505
50000825,50001657
50000826,50001750
50000827,50001989
50000828,50002301
50000829,50001550
50000830,50002280
50000831,50005083
50000832,50007718
50000833,50008993
50000834,50010470
50000835,50000879
50000836,50001251
50000837,50001624
50000838,50003011
50000839,50003899
50000840,50000258
50000841,50002456
50000842,50002784
50000843,50003052
50000844,50000655
50000845,50002529
50000846,50006129
50000847,50000946
50000848,50000971
50000849,50001226
50000850,50001407
50000851,50001815
50000852,50000639
50000853,50001493
50000854,50003107
50000855,50000916
50000856,50003301
50000857,50000737
50000858,50001823
50000859,50002482
50000860,50000759
50000861,50001046
50000862,50001986
50000863,50002513
50000864,50000141
50000865,50000343
50000866,50001655
50000867,50001273
50000868,50001654
50000869,50000500
50000870,50000539
50000871,50000566
50000872,50000719
50000873,50002148
50000874,50002299
50000875,50000273
50000876,50001455
50000877,50001810
50000878,50002504
50000879,50000835
50000880,50002054
50000881,50002294
50000882,50000991
50000883,50001259
50000884,50001376
50000885,50002080
50000886,50001028
50000887,50001918
50000888,50002015
50000889,50002088
50000890,50000510
50000891,50001524
50000892,50002143
50000893,50002684
50000894,50003055
50000895,50001138
50000899,50000571
50000900,50000648
50000901,50000753
50000902,50001571
50000903,50000344
50000904,50000679
50000905,50002292
50000906,50002421
50000907,50005361
50000908,50000259
50000909,50001587
50000914,50002251
50000915,50000378
50000916,50000855
50000917,50001327
50000918,50003302
50000919,50001366
50000920,50001996
50000921,50000013
50000922,50001021
50000923,50002140
50000924,50001388
50000925,50001402
50000928,50000242
50000929,50003117
50000930,50008241
50000931,50000355
50000932,50002903
50000935,50001530
50000936,50002033
50000937,50005211
50000938,50005755
50000942,50000720
50000943,50002149
50000944,50000075
50000945,50001827
50000946,50000847
50000947,50000972
50000948,50001007
50000949,50001643
50000953,50001898
50000954,50002289
50000955,50000284
50000956,50001609
50000957,50001726
50000958,50000142
50000959,50000811
50000960,50001641
50000961,50001656
50000962,50003727
50000963,50000530
50000964,50001439
50000965,50001846
50000966,50000064
50000967,50000178
50000968,50002433
50000969,50003265
50000970,50000806
50000971,50000848
50000972,50000947
50000973,50001644
50000974,50001367
50000975,50001715
50000976,50002787
50000977,50001022
50000978,50001097
50000979,50002894
50000980,50005202
50000981,50000233
50000982,50000373
50000983,50001218
50000984,50000732
50000985,50001123
50000986,50001335
50000987,50001512
50000988,50001681
50000991,50000882
50000992,50002099
50000993,50001801
50000994,50002041
50000995,50000118
50001000,50000155
50001001,50002703
50001002,50003440
50001003,50005012
50001004,50000547
50001006,50000807
50001007,50000948
50001008,50000012
50001009,50000091
50001010,50000114
50001011,50001363
50001012,50001710
50001013,50000613
50001014,50001807
50001015,50000518
50001016,50001886
50001017,50002096
50001018,50000094
50001019,50001718
50001020,50000014
50001021,50000922
50001022,50000977
50001023,50001574
50001024,50001464
50001025,50004877
50001026,50001693
50001027,50002126
50001028,50000886
50001029,50001395
50001030,50000646
50001031,50001901
50001032,50001553
50001033,50001628
50001034,50003626
50001035,50007562
50001036,50001059
50001037,50001727
50001038,50002108
50001039,50002338
50001040,50000037
50001041,50000436
50001042,50000464
50001043,50001230
50001044,50001503
50001045,50000760
50001046,50000861
50001047,50001567
50001048,50001595
50001049,50001987
50001050,50000603
50001051,50008942
50001055,50000269
50001056,50001282
50001057,50001860
50001058,50003798
50001059,50001036
50001060,50003786
50001061,50000323
50001062,50000210
50001063,50000287
50001064,50001875
50001065,50002534
50001066,50001419
50001067,50001667
50001068,50001889
50001069,50002027
50001070,50000619
50001071,50002290
50001072,50000023
50001073,50001939
50001074,50002267
50001078,50001879
50001079,50002021
50001080,50000540
50001081,50001408
50001082,50000600
50001083,50001576
50001084,50004004
50001085,50000741
50001086,50001099
50001087,50001141
50001088,50002157
50001089,50000780
50001090,50003195
50001091,50001780
50001092,50002275
50001093,50001982
50001094,50002428
50001095,50000059
50001096,50002271
50001097,50000978
50001098,50000320
50001099,50001086
50001100,50001142
50001101,50001522
50001105,50000182
50001106,50002202
50001107,50003187
50001108,50000099
50001109,50000643
50001110,50001930
50001114,50000794
50001115,50001847
50001116,50002007
50001117,50002063
50001121,50000733
50001122,50000790
50001123,50000985
50001124,50001342
50001125,50002105
50001126,50002510
50001127,50002920
50001128,50000617
50001129,50000757
50001130,50002042
50001135,50000109
50001136,50000442
50001137,50000629
50001138,50000895
50001139,50002882
50001140,50000742
50001141,50001087
50001142,50001100
50001143,50001299
50001144,50000712
50001145,50001352
50001146,50001933
50001150,50000143
50001151,50002898
50001152,50010433
50001153,50000483
50001154,50001161
50001155,50001948
50001158,50000321
50001159,50000420
50001160,50000038
50001161,50001154
50001162,50001871
50001163,50000240
50001164,50000528
50001165,50002175
50001168,50001961
50001169,50002335
50001170,50002412
50001171,50002764
50001172,50004033
50001173,50000016
50001174,50003765
50001175,50004527
50001176,50001443
50001177,50001642
50001180,50001227
50001181,50001340
50001182,50000414
50001183,50001302
50001184,50001668
50001185,50000176
50001186,50000208
50001187,50001330
50001188,50000065
50001189,50001476
50001190,50002134
50001191,50002230
50001192,50000332
50001193,50002349
50001194,50000684
50001195,50001872
50001196,50001324
50001197,50001979
50001198,50000115
50001199,50002246
50001200,50006151
50001201,50006891
50001202,50001447
50001203,50008235
50001204,50000229
50001205,50002089
50001206,50000649
50001207,50000261
50001208,50001370
50001209,50001598
50001210,50001983
50001211,50005655
50001212,50001283
50001213,50001662
50001214,50002620
50001218,50000983
50001219,50001349
50001220,50000253
50001221,50000394
50001222,50001630
50001223,50001759
50001224,50000177
50001225,50001331
50001226,50000849
50001227,50001180
50001228,50001409
50001229,50000076
50001230,50001043
50001231,50001332
50001232,50000080
50001233,50000119
50001234,50001473
50001235,50001606
50001236,50002564
50001237,50000305
50001238,50002405
50001241,50000286
50001242,50001689
50001243,50000100
50001244,50000306
50001245,50004844
50001246,50001949
50001247,50002443
50001248,50000802
50001249,50002185
50001250,50002198
50001251,50000836
50001252,50001371
50001253,50003012
50001254,50003677
50001255,50003900
50001256,50001300
50001257,50002441
50001258,50002678
50001259,50000883
50001260,50001377
50001261,50001965
50001262,50002081
50001263,50003136
50001267,50002047
50001268,50002060
50001269,50002314
50001270,50000004
50001271,50000164
50001272,50000461
50001273,50000867
50001274,50002247
50001275,50004358
50001276,50000002
50001277,50000173
50001278,50001819
50001279,50000822
50001280,50001479
50001281,50000270
50001282,50001056
50001283,50001212
50001284,50001663
50001285,50001719
50001286,50001861
50001287,50001516
50001288,50001665
50001289,50001997
50001290,50000412
50001291,50001720
50001292,50001751
50001293,50000254
50001294,50001777
50001295,50000462
50001297,50001378
50001298,50001966
50001299,50001143
50001300,50001256
50001301,50001523
50001302,50001183
50001303,50001420
50001304,50000327
50001305,50001569
50001306,50002024
50001307,50002302
50001308,50000309
50001311,50002170
50001312,50002845
50001313,50003113
50001314,50001599
50001315,50002055
50001316,50002120
50001317,50000279
50001318,50001909
50001319,50002104
50001320,50000330
50001321,50000486
50001322,50003119
50001323,50004388
50001324,50001196
50001325,50001729
50001326,50001824
50001327,50000917
50001328,50003303
50001329,50003793
50001330,50001187
50001331,50001225
50001332,50001231
50001333,50000371
50001334,50000685
50001335,50000986
50001336,50001508
50001337,50001920
50001338,50002218
50001339,50000066
50001340,50001181
50001341,50001770
50001342,50001124
50001343,50001830
50001344,50000138
50001345,50000766
50001346,50004103
50001347,50007598
50001348,50000234
50001349,50001219
50001350,50002437
50001351,50002797
50001352,50001145
50001353,50002069
50001356,50000262
50001357,50001600
50001358,50000346
50001359,50003167
50001360,50000471
50001361,50002492
50001362,50005939
50001363,50001011
50001364,50001832
50001365,50006751
50001366,50000919
50001367,50000974
50001368,50000365
50001369,50000255
50001370,50001208
50001371,50001252
50001372,50000245
50001373,50000735
50001374,50002311
50001375,50000452
50001376,50000884
50001377,50001260
50001378,50001297
50001379,50002082
50001382,50000188
50001383,50002057
50001384,50002129
50001385,50000431
50001386,50000472
50001387,50001566
50001388,50000924
50001389,50002516
50001390,50002613
50001391,50002206
50001395,50001029
50001396,50001625
50001397,50001919
50001398,50002016
50001399,50000243
50001400,50000823
50001401,50000736
50001402,50000925
50001403,50001481
50001404,50002241
50001405,50003181
50001406,50004886
50001407,50000850
50001408,50001081
50001409,50001228
50001410,50002317
50001411,50000480
50001412,50001721
50001413,50000659
50001414,50001465
50001415,50002393
50001416,50010835
50001417,50001993
50001418,50002288
50001419,50001066
50001420,50001303
50001421,50002028
50001427,50000548
50001428,50002176
50001431,50000043
50001432,50001552
50001433,50002039
50001434,50003734
50001435,50001535
50001436,50001931
50001437,50002177
50001438,50000531
50001439,50000964
50001440,50002501
50001441,50002961
50001442,50000112
50001443,50001176
50001444,50001577
50001445,50001596
50001446,50002093
50001447,50001202
50001448,50001554
50001449,50003242
50001450,50005239
50001451,50008236
50001452,50000044
50001453,50002212
50001454,50000274
50001455,50000876
50001456,50001555
50001457,50001903
50001458,50002387
50001461,50000307
50001462,50000503
50001463,50002546
50001464,50001024
50001465,50001414
50001466,50002394
50001467,50004047
50001468,50012138
50001469,50001694
50001470,50001940
50001471,50001835
50001472,50002635
50001473,50001234
50001474,50002018
50001475,50002336
50001476,50001189
50001477,50000048
50001478,50000315
50001479,50001280
50001480,50000769
50001481,50001403
50001482,50000661
50001483,50002407
50001484,50000491
50001485,50002374
50001486,50002574
50001487,50001588
50001488,50001614
50001492,50000640
50001493,50000853
50001494,50004376
50001495,50002192
50001496,50004460
50001497,50007289
50001498,50011256
50001499,50000657
50001500,50000694
50001501,50001991
50001502,50000422
50001503,50001044
50001504,50001539
50001505,50000824
50001506,50001754
50001507,50000688
50001508,50001336
50001509,50001921
50001510,50002668
50001511,50000572
50001512,50000987
50001513,50002013
50001514,50002044
50001515,50002717
50001516,50001287
50001517,50002326
50001518,50002186
50001519,50002200
50001520,50000128
50001521,50000559
50001522,50001101
50001523,50001301
50001524,50000891
50001525,50001714
50001526,50002144
50001527,50002685
50001528,50000179
50001529,50000701
50001530,50000935
50001531,50004577
50001532,50005212
50001533,50006796
50001534,50001629
50001535,50001435
50001536,50002178
50001537,50003131
50001538,50000465
50001539,50001504
50001540,50001820
50001541,50000656
50001542,50000745
50001543,50003285
50001544,50001582
50001545,50002300
50001546,50002786
50001547,50002915
50001548,50000035
50001549,50000333
50001550,50000829
50001551,50000045
50001552,50001432
50001553,50001032
50001554,50001448
50001555,50001456
50001556,50001616
50001557,50002258
50001558,50001563
50001559,50001771
50001560,50002165
50001561,50002248
50001562,50000578
50001563,50001558
50001564,50002166
50001565,50002231
50001566,50001387
50001567,50001047
50001568,50002626
50001569,50001305
50001570,50002303
50001571,50000902
50001572,50000033
50001573,50000397
50001574,50001023
50001575,50002141
50001576,50001083
50001577,50001444
50001578,50001876
50001582,50001544
50001583,50002916
50001584,50003875
50001585,50000589
50001586,50000627
50001587,50000909
50001588,50001487
50001589,50001772
50001590,50002130
50001591,50002263
50001592,50003127
50001593,50001895
50001594,50000424
50001595,50001048
50001596,50001445
50001597,50000263
50001598,50001209
50001599,50001314
50001600,50001357
50001601,50006760
50001602,50000576
50001603,50000792
50001604,50001633
50001605,50002417
50001606,50001235
50001607,50001670
50001608,50000298
50001609,50000956
50001610,50001728
50001611,50000618
50001612,50000758
50001613,50000191
50001614,50001488
50001615,50001929
50001616,50001556
50001617,50001950
50001618,50001954
50001619,50002459
50001620,50003901
50001621,50004377
50001622,50000129
50001623,50000557
50001624,50000837
50001625,50001396
50001626,50002339
50001627,50000604
50001628,50001033
50001629,50001534
50001630,50001222
50001631,50008599
50001632,50009035
50001633,50001604
50001634,50001977
50001635,50006480
50001636,50000644
50001637,50000054
50001638,50000609
50001639,50001855
50001640,50000812
50001641,50000960
50001642,50001177
50001643,50000949
50001644,50000973
50001645,50002508
50001646,50000085
50001647,50000318
50001648,50002213
50001649,50002340
50001654,50000868
50001655,50000866
50001656,50000961
50001657,50000825
50001658,50002692
50001659,50005630
50001660,50006593
50001661,50000271
50001662,50001213
50001663,50001284
50001664,50002621
50001665,50001288
50001666,50001703
50001667,50001067
50001668,50001184
50001669,50000739
50001670,50001607
50001671,50002360
50001674,50000324
50001675,50002010
50001676,50002052
50001677,50007473
50001678,50002312
50001679,50002798
50001680,50000026
50001681,50000988
50001682,50000322
50001683,50000447
50001684,50001757
50001685,50000183
50001689,50001242
50001690,50001850
50001691,50002252
50001692,50000196
50001693,50001026
50001694,50001469
50001695,50002158
50001696,50002779
50001697,50003039
50001698,50009037
50001699,50011491
50001703,50001666
50001704,50002110
50001705,50000311
50001706,50000662
50001707,50002283
50001708,50003090
50001709,50000805
50001710,50001012
50001711,50000060
50001712,50000097
50001713,50000120
50001714,50001525
50001715,50000975
50001716,50001857
50001717,50002467
50001718,50001019
50001719,50001285
50001720,50001291
50001721,50001412
50001722,50003393
50001723,50001926
50001724,50000299
50001725,50000425
50001726,50000957
50001727,50001037
50001728,50001610
50001729,50001325
50001730,50001742
50001731,50001874
50001732,50000525
50001733,50000781
50001734,50004175
50001735,50000153
50001736,50000296
50001737,50000808
50001738,50001890
50001739,50000057
50001740,50000067
50001741,50000663
50001742,50001730
50001743,50001774
50001744,50006031
50001745,50010438
50001746,50000133
50001747,50000466
50001748,50000689
50001749,50002261
50001750,50000826
50001751,50001292
50001752,50001990
50001753,50000347
50001754,50001506
50001755,50002423
50001757,50001684
50001758,50002103
50001759,50001223
50001760,50005381
50001761,50009626
50001762,50009987
50001763,50010718
50001764,50013216
50001769,50000579
50001770,50001341
50001771,50001559
50001772,50001589
50001773,50002250
50001774,50001743
50001775,50002201
50001776,50010439
50001777,50001294
50001778,50001881
50001779,50002073
50001780,50001091
50001781,50002791
50001782,50002935
50001783,50000248
50001784,50000375
50001785,50002527
50001786,50000417
50001787,50002494
50001788,50002883
50001789,50007647
50001794,50000721
50001795,50002150
50001796,50002124
50001797,50003610
50001798,50000202
50001799,50000787
50001800,50004569
50001801,50000993
50001802,50002419
50001803,50003670
50001804,50001852
50001805,50002541
50001806,50000713
50001807,50001014
50001808,50001924
50001809,50000275
50001810,50000877
50001811,50002484
50001812,50002617
50001813,50003982
50001814,50000516
50001815,50000851
50001816,50002256
50001817,50002318
50001818,50000174
50001819,50001278
50001820,50001540
50001823,50000858
50001824,50001326
50001827,50000945
50001828,50002708
50001829,50000316
50001830,50001343
50001831,50003634
50001832,50001364
50001833,50003885
50001834,50006752
50001835,50001471
50001836,50002083
50001837,50002351
50001838,50002358
50001839,50000350
50001840,50002238
50001841,50006970
50001845,50000380
50001846,50000965
50001847,50001115
50001848,50002034
50001849,50000749
50001850,50001690
50001851,50000660
50001852,50001804
50001853,50001941
50001854,50002542
50001855,50001639
50001856,50000131
50001857,50001716
50001858,50001998
50001859,50000272
50001860,50001057
50001861,50001286
50001862,50002720
50001865,50000585
50001866,50000634
50001867,50001927
50001868,50002154
50001869,50000003
50001870,50000484
50001871,50001162
50001872,50001195
50001873,50000610
50001874,50001731
50001875,50001064
50001876,50001578
50001877,50002341
50001878,50003077
50001879,50001078
50001880,50003948
50001881,50001778
50001882,50002560
50001883,50002739
50001886,50001016
50001889,50001068
50001890,50001738
50001894,50000485
50001895,50001593
50001896,50002745
50001897,50003021
50001898,50000953
50001899,50002196
50001900,50002404
50001901,50001031
50001902,50003391
50001903,50001457
50001904,50000223
50001905,50000677
50001906,50000756
50001907,50002590
50001908,50000501
50001909,50001318
50001917,50000312
50001918,50000887
50001919,50001397
50001920,50001337
50001921,50001509
50001922,50000165
50001923,50006494
50001924,50001808
50001925,50002065
50001926,50001723
50001927,50001867
50001928,50002272
50001929,50001615
50001930,50001110
50001931,50001436
50001932,50003022
50001933,50001146
50001934,50000728
50001939,50001073
50001940,50001470
50001941,50001853
50001942,50002446
50001943,50002543
50001944,50004713
50001945,50005838
50001946,50007316
50001947,50007427
50001948,50001155
50001949,50001246
50001950,50001617
50001951,50000027
50001952,50000192
50001953,50000264
50001954,50001618
50001955,50003902
