fromRegionID,fromConstellationID,fromSolarSystemID,toSolarSystemID,toConstellationID,toRegionID
10000001,20000009,30000059,30000060,20000009,10000001
10000001,20000009,30000060,30000059,20000009,10000001
10000001,20000009,30000060,30000062,20000009,10000001
10000001,20000009,30000060,30000063,20000009,10000001
10000001,20000009,30000060,30000065,20000009,10000001
10000001,20000009,30000061,30000057,20000009,10000001
10000001,20000009,30000062,30000060,20000009,10000001
10000001,20000009,30000062,30000065,20000009,10000001
10000001,20000009,30000062,30000067,20000009,10000001
10000001,20000009,30000063,30000060,20000009,10000001
10000001,20000009,30000063,30000064,20000009,10000001
10000001,20000009,30000063,30000069,20000009,10000001
10000001,20000009,30000064,30000028,20000004,10000001
10000001,20000009,30000064,30000063,20000009,10000001
10000001,20000009,30000064,30000066,20000009,10000001
10000001,20000009,30000064,30000069,20000009,10000001
10000001,20000009,30000065,30000060,20000009,10000001
10000001,20000009,30000065,30000062,20000009,10000001
10000001,20000009,30000065,30000067,20000009,10000001
10000001,20000009,30000065,30000118,20000016,10000001
10000001,20000009,30000066,30000064,20000009,10000001
10000001,20000009,30000066,30000069,20000009,10000001
10000001,20000009,30000067,30000062,20000009,10000001
10000001,20000009,30000067,30000065,20000009,10000001
10000001,20000009,30000068,30000057,20000009,10000001
10000001,20000009,30000068,30000058,20000009,10000001
10000001,20000009,30000069,30000063,20000009,10000001
10000001,20000009,30000069,30000064,20000009,10000001
10000001,20000009,30000069,30000066,20000009,10000001
10000001,20000010,30000070,30000073,20000010,10000001
10000001,20000010,30000070,30000074,20000010,10000001
10000001,20000010,30000070,30000075,20000010,10000001
10000001,20000010,30000070,30000085,20000012,10000001
10000001,20000010,30000071,30000074,20000010,10000001
10000001,20000010,30000072,30000074,20000010,10000001
10000001,20000010,30000072,30000075,20000010,10000001
10000001,20000010,30000072,30002982,20000437,10000036
10000001,20000010,30000073,30000012,20000002,10000001
10000001,20000010,30000073,30000070,20000010,10000001
10000001,20000010,30000073,30000085,20000012,10000001
10000001,20000010,30000074,30000070,20000010,10000001
10000001,20000010,30000074,30000071,20000010,10000001
10000001,20000010,30000074,30000072,20000010,10000001
10000001,20000010,30000074,30000075,20000010,10000001
10000001,20000010,30000075,30000070,20000010,10000001
10000001,20000010,30000075,30000072,20000010,10000001
10000001,20000010,30000075,30000074,20000010,10000001
10000001,20000010,30000075,30003703,20000540,10000047
10000001,20000011,30000076,30000008,20000001,10000001
10000001,20000011,30000076,30000077,20000011,10000001
10000001,20000011,30000076,30000079,20000011,10000001
10000001,20000011,30000077,30000076,20000011,10000001
10000001,20000011,30000077,30000078,20000011,10000001
10000001,20000011,30000077,30000080,20000011,10000001
10000001,20000011,30000078,30000077,20000011,10000001
10000001,20000011,30000078,30000080,20000011,10000001
10000001,20000011,30000079,30000076,20000011,10000001
10000001,20000011,30000080,30000077,20000011,10000001
10000001,20000011,30000080,30000078,20000011,10000001
10000001,20000011,30000080,30000081,20000011,10000001
10000001,20000011,30000081,30000080,20000011,10000001
10000001,20000012,30000082,30000083,20000012,10000001
10000001,20000012,30000082,30000084,20000012,10000001
10000001,20000012,30000082,30000085,20000012,10000001
10000001,20000012,30000083,30000082,20000012,10000001
10000001,20000012,30000083,30000087,20000012,10000001
10000001,20000012,30000084,30000003,20000001,10000001
10000001,20000012,30000084,30000082,20000012,10000001
10000001,20000012,30000084,30000086,20000012,10000001
10000001,20000012,30000085,30000070,20000010,10000001
10000001,20000012,30000085,30000073,20000010,10000001
10000001,20000012,30000085,30000082,20000012,10000001
10000001,20000012,30000085,30000086,20000012,10000001
10000001,20000012,30000085,30000107,20000015,10000001
10000001,20000012,30000086,30000084,20000012,10000001
10000001,20000012,30000086,30000085,20000012,10000001
10000001,20000012,30000087,30000083,20000012,10000001
10000001,20000012,30000087,30000088,20000012,10000001
10000001,20000012,30000088,30000087,20000012,10000001
10000001,20000013,30000089,30000090,20000013,10000001
10000001,20000013,30000089,30000091,20000013,10000001
10000001,20000013,30000089,30000092,20000013,10000001
10000001,20000013,30000090,30000014,20000002,10000001
10000001,20000013,30000090,30000089,20000013,10000001
10000001,20000013,30000090,30000093,20000013,10000001
10000001,20000013,30000091,30000089,20000013,10000001
10000001,20000013,30000092,30000089,20000013,10000001
10000001,20000013,30000092,30000094,20000013,10000001
10000001,20000013,30000093,30000090,20000013,10000001
10000001,20000013,30000094,30000092,20000013,10000001
10000001,20000014,30000095,30000097,20000014,10000001
10000001,20000014,30000095,30000102,20000014,10000001
10000001,20000014,30000096,30000097,20000014,10000001
10000001,20000014,30000097,30000095,20000014,10000001
10000001,20000014,30000097,30000096,20000014,10000001
10000001,20000014,30000097,30000098,20000014,10000001
10000001,20000014,30000097,30000100,20000014,10000001
10000001,20000014,30000098,30000014,20000002,10000001
10000001,20000014,30000098,30000097,20000014,10000001
10000001,20000014,30000098,30000099,20000014,10000001
10000001,20000014,30000098,30000102,20000014,10000001
10000001,20000014,30000099,30000098,20000014,10000001
10000001,20000014,30000099,30000101,20000014,10000001
10000001,20000014,30000099,30000102,20000014,10000001
10000001,20000014,30000099,30000103,20000014,10000001
10000001,20000014,30000100,30000043,20000006,10000001
10000001,20000014,30000100,30000097,20000014,10000001
10000001,20000014,30000101,30000099,20000014,10000001
10000001,20000014,30000101,30000103,20000014,10000001
10000001,20000014,30000101,30000105,20000014,10000001
10000001,20000014,30000102,30000095,20000014,10000001
10000001,20000014,30000102,30000098,20000014,10000001
10000001,20000014,30000102,30000099,20000014,10000001
10000001,20000014,30000102,30000104,20000014,10000001
10000001,20000014,30000103,30000099,20000014,10000001
10000001,20000014,30000103,30000101,20000014,10000001
10000001,20000014,30000104,30000102,20000014,10000001
10000001,20000014,30000105,30000058,20000009,10000001
10000001,20000014,30000105,30000101,20000014,10000001
10000001,20000015,30000106,30000048,20000007,10000001
10000001,20000015,30000106,30000107,20000015,10000001
10000001,20000015,30000106,30000109,20000015,10000001
10000001,20000015,30000107,30000085,20000012,10000001
10000001,20000015,30000107,30000106,20000015,10000001
10000001,20000015,30000107,30000108,20000015,10000001
10000001,20000015,30000107,30000110,20000015,10000001
10000001,20000015,30000107,30000111,20000015,10000001
10000001,20000015,30000108,30000107,20000015,10000001
10000001,20000015,30000108,30000111,20000015,10000001
10000001,20000015,30000109,30000051,20000008,10000001
10000001,20000015,30000109,30000106,20000015,10000001
10000001,20000015,30000109,30000110,20000015,10000001
10000001,20000015,30000109,30000111,20000015,10000001
10000001,20000015,30000110,30000107,20000015,10000001
10000001,20000015,30000110,30000109,20000015,10000001
10000001,20000015,30000111,30000107,20000015,10000001
10000001,20000015,30000111,30000108,20000015,10000001
10000001,20000015,30000111,30000109,20000015,10000001
10000001,20000016,30000112,30000030,20000004,10000001
10000001,20000016,30000112,30000113,20000016,10000001
10000001,20000016,30000112,30000118,20000016,10000001
10000001,20000016,30000113,30000112,20000016,10000001
10000001,20000016,30000113,30000114,20000016,10000001
10000001,20000016,30000113,30000115,20000016,10000001
10000001,20000016,30000113,30000116,20000016,10000001
10000001,20000016,30000113,30000117,20000016,10000001
10000001,20000016,30000114,30000035,20000005,10000001
10000001,20000016,30000114,30000113,20000016,10000001
10000001,20000016,30000114,30000115,20000016,10000001
10000001,20000016,30000114,30000116,20000016,10000001
10000001,20000016,30000114,30000117,20000016,10000001
10000001,20000016,30000115,30000113,20000016,10000001
10000001,20000016,30000115,30000114,20000016,10000001
10000001,20000016,30000115,30000116,20000016,10000001
10000001,20000016,30000115,30000117,20000016,10000001
10000001,20000016,30000116,30000113,20000016,10000001
10000001,20000016,30000116,30000114,20000016,10000001
10000001,20000016,30000116,30000115,20000016,10000001
10000001,20000016,30000116,30002395,20000351,10000028
10000001,20000016,30000117,30000113,20000016,10000001
10000001,20000016,30000117,30000114,20000016,10000001
10000001,20000016,30000117,30000115,20000016,10000001
10000001,20000016,30000117,30000118,20000016,10000001
10000001,20000016,30000117,30000943,20000138,10000011
10000001,20000016,30000118,30000065,20000009,10000001
10000001,20000016,30000118,30000112,20000016,10000001
10000001,20000016,30000118,30000117,20000016,10000001
10000002,20000017,30000119,30000120,20000017,10000002
10000002,20000017,30000119,30000121,20000017,10000002
10000002,20000017,30000119,30000123,20000017,10000002
10000002,20000017,30000119,30000124,20000017,10000002
10000002,20000017,30000119,30000125,20000017,10000002
10000002,20000017,30000119,30000140,20000020,10000002
10000002,20000017,30000120,30000119,20000017,10000002
10000002,20000017,30000120,30000122,20000017,10000002
10000002,20000017,30000121,30000119,20000017,10000002
10000002,20000017,30000122,30000120,20000017,10000002
10000002,20000017,30000123,30000119,20000017,10000002
10000002,20000017,30000124,30000119,20000017,10000002
10000002,20000017,30000125,30000119,20000017,10000002
10000002,20000018,30000126,30000128,20000018,10000002
10000002,20000018,30000126,30000131,20000018,10000002
10000002,20000018,30000127,30000128,20000018,10000002
10000002,20000018,30000127,30002788,20000409,10000033
10000002,20000018,30000128,30000126,20000018,10000002
10000002,20000018,30000128,30000127,20000018,10000002
10000002,20000018,30000128,30000130,20000018,10000002
10000002,20000018,30000129,30000130,20000018,10000002
10000002,20000018,30000129,30000139,20000020,10000002
10000002,20000018,30000129,30030141,20000018,10000002
10000002,20000018,30000130,30000128,20000018,10000002
10000002,20000018,30000130,30000129,20000018,10000002
10000002,20000018,30000131,30000126,20000018,10000002
10000002,20000018,30000131,30000146,20000021,10000002
10000002,20000018,30000131,30000153,20000022,10000002
10000002,20000019,30000132,30000133,20000019,10000002
10000002,20000019,30000132,30000134,20000019,10000002
10000002,20000019,30000132,30000138,20000019,10000002
10000002,20000019,30000133,30000132,20000019,10000002
10000002,20000019,30000133,30000138,20000019,10000002
10000002,20000019,30000133,30000145,20000020,10000002
10000002,20000019,30000133,30021407,20000019,10000002
10000002,20000019,30000134,30000132,20000019,10000002
10000002,20000019,30000134,30000135,20000019,10000002
10000002,20000019,30000134,30000136,20000019,10000002
10000002,20000019,30000134,30005196,20000760,10000067
10000002,20000019,30000135,30000134,20000019,10000002
10000002,20000019,30000135,30000136,20000019,10000002
10000002,20000019,30000135,30000137,20000019,10000002
10000002,20000019,30000136,30000134,20000019,10000002
10000002,20000019,30000136,30000135,20000019,10000002
10000002,20000019,30000136,30000137,20000019,10000002
10000002,20000019,30000137,30000135,20000019,10000002
10000002,20000019,30000137,30000136,20000019,10000002
10000002,20000019,30000138,30000132,20000019,10000002
10000002,20000019,30000138,30000133,20000019,10000002
10000002,20000019,30000138,30000142,20000020,10000002
10000002,20000019,30000138,30001379,20000201,10000016
10000002,20000020,30000139,30000129,20000018,10000002
10000002,20000020,30000139,30000141,20000020,10000002
10000002,20000020,30000139,30000144,20000020,10000002
10000002,20000020,30000139,30002791,20000409,10000033
10000002,20000020,30000139,30002802,20000411,10000033
10000002,20000020,30000140,30000119,20000017,10000002
10000002,20000020,30000140,30000142,20000020,10000002
10000002,20000020,30000140,30000144,20000020,10000002
10000002,20000020,30000140,30002780,20000407,10000033
10000002,20000020,30000141,30000139,20000020,10000002
10000002,20000020,30000142,30000138,20000019,10000002
10000002,20000020,30000142,30000140,20000020,10000002
10000002,20000020,30000142,30000143,20000020,10000002
10000002,20000020,30000142,30000144,20000020,10000002
10000002,20000020,30000142,30000145,20000020,10000002
10000002,20000020,30000142,30001363,20000199,10000016
10000002,20000020,30000142,30002780,20000407,10000033
10000002,20000020,30000143,30000142,20000020,10000002
10000002,20000020,30000143,30000144,20000020,10000002
10000002,20000020,30000143,30000145,20000020,10000002
10000002,20000020,30000143,30001379,20000201,10000016
10000002,20000020,30000144,30000139,20000020,10000002
10000002,20000020,30000144,30000140,20000020,10000002
10000002,20000020,30000144,30000142,20000020,10000002
10000002,20000020,30000144,30000143,20000020,10000002
10000002,20000020,30000144,30002642,20000387,10000032
10000002,20000020,30000145,30000133,20000019,10000002
10000002,20000020,30000145,30000142,20000020,10000002
10000002,20000020,30000145,30000143,20000020,10000002
10000002,20000020,30000145,30000156,20000022,10000002
10000002,20000020,30000145,30001393,20000204,10000016
10000002,20000020,30000145,30002754,20000403,10000033
10000002,20000021,30000146,30000131,20000018,10000002
10000002,20000021,30000146,30000147,20000021,10000002
10000002,20000021,30000146,30000148,20000021,10000002
10000002,20000021,30000147,30000146,20000021,10000002
10000002,20000021,30000147,30000150,20000021,10000002
10000002,20000021,30000148,30000146,20000021,10000002
10000002,20000021,30000148,30000149,20000021,10000002
10000002,20000021,30000148,30000152,20000021,10000002
10000002,20000021,30000149,30000148,20000021,10000002
10000002,20000021,30000149,30000151,20000021,10000002
10000002,20000021,30000150,30000147,20000021,10000002
10000002,20000021,30000150,30000152,20000021,10000002
10000002,20000021,30000151,30000149,20000021,10000002
10000002,20000021,30000151,30000173,20000025,10000002
10000002,20000021,30000152,30000148,20000021,10000002
10000002,20000021,30000152,30000150,20000021,10000002
10000002,20000021,30000152,30000159,20000023,10000002
10000002,20000022,30000153,30000131,20000018,10000002
10000002,20000022,30000153,30000154,20000022,10000002
10000002,20000022,30000153,30000155,20000022,10000002
10000002,20000022,30000153,30000156,20000022,10000002
10000002,20000022,30000154,30000153,20000022,10000002
10000002,20000022,30000154,30000155,20000022,10000002
10000002,20000022,30000154,30000156,20000022,10000002
10000002,20000022,30000155,30000153,20000022,10000002
10000002,20000022,30000155,30000154,20000022,10000002
10000002,20000022,30000155,30000158,20000022,10000002
10000002,20000022,30000156,30000145,20000020,10000002
10000002,20000022,30000156,30000153,20000022,10000002
10000002,20000022,30000156,30000154,20000022,10000002
10000070,20000787,30000157,30001372,20000787,10000070
10000070,20000787,30000157,30001445,20000787,10000070
10000070,20000787,30000157,30005005,20000787,10000070
10000002,20000022,30000158,30000155,20000022,10000002
10000002,20000022,30000158,30000165,20000024,10000002
10000002,20000022,30000158,30000180,20000026,10000002
10000002,20000023,30000159,30000152,20000021,10000002
10000002,20000023,30000159,30000160,20000023,10000002
10000002,20000023,30000159,30000161,20000023,10000002
10000002,20000023,30000160,30000159,20000023,10000002
10000002,20000023,30000160,30000161,20000023,10000002
10000002,20000023,30000160,30000163,20000023,10000002
10000002,20000023,30000161,30000159,20000023,10000002
10000002,20000023,30000161,30000160,20000023,10000002
10000002,20000023,30000161,30000162,20000023,10000002
10000002,20000023,30000162,30000161,20000023,10000002
10000002,20000023,30000162,30000163,20000023,10000002
10000002,20000023,30000163,30000160,20000023,10000002
10000002,20000023,30000163,30000162,20000023,10000002
10000002,20000023,30000163,30000164,20000023,10000002
10000002,20000023,30000163,30000186,20000026,10000002
10000002,20000023,30000164,30000163,20000023,10000002
10000002,20000023,30000164,30000195,20000028,10000002
10000002,20000024,30000165,30000158,20000022,10000002
10000002,20000024,30000165,30000166,20000024,10000002
10000002,20000024,30000165,30000167,20000024,10000002
10000002,20000024,30000166,30000165,20000024,10000002
10000002,20000024,30000166,30000167,20000024,10000002
10000002,20000024,30000166,30000168,20000024,10000002
10000002,20000024,30000167,30000165,20000024,10000002
10000002,20000024,30000167,30000166,20000024,10000002
10000002,20000024,30000167,30000168,20000024,10000002
10000002,20000024,30000167,30000170,20000024,10000002
10000002,20000024,30000168,30000166,20000024,10000002
10000002,20000024,30000168,30000167,20000024,10000002
10000002,20000024,30000168,30000169,20000024,10000002
10000002,20000024,30000168,30000171,20000024,10000002
10000002,20000024,30000169,30000168,20000024,10000002
10000002,20000024,30000169,30000171,20000024,10000002
10000002,20000024,30000169,30000172,20000024,10000002
10000002,20000024,30000169,30000194,20000027,10000002
10000002,20000024,30000170,30000167,20000024,10000002
10000002,20000024,30000171,30000168,20000024,10000002
10000002,20000024,30000171,30000169,20000024,10000002
10000002,20000024,30000172,30000169,20000024,10000002
10000002,20000025,30000173,30000151,20000021,10000002
10000002,20000025,30000173,30000174,20000025,10000002
10000002,20000025,30000173,30000175,20000025,10000002
10000002,20000025,30000173,30000178,20000025,10000002
10000002,20000025,30000174,30000173,20000025,10000002
10000002,20000025,30000174,30000176,20000025,10000002
10000002,20000025,30000174,30000178,20000025,10000002
10000002,20000025,30000175,30000173,20000025,10000002
10000002,20000025,30000175,30000178,20000025,10000002
10000002,20000025,30000175,30000179,20000025,10000002
10000002,20000025,30000176,30000174,20000025,10000002
10000002,20000025,30000176,30000177,20000025,10000002
10000002,20000025,30000177,30000176,20000025,10000002
10000002,20000025,30000178,30000173,20000025,10000002
10000002,20000025,30000178,30000174,20000025,10000002
10000002,20000025,30000178,30000175,20000025,10000002
10000002,20000025,30000178,30000188,20000027,10000002
10000002,20000025,30000179,30000175,20000025,10000002
10000002,20000026,30000180,30000158,20000022,10000002
10000002,20000026,30000180,30000181,20000026,10000002
10000002,20000026,30000180,30000182,20000026,10000002
10000002,20000026,30000181,30000180,20000026,10000002
10000002,20000026,30000181,30000183,20000026,10000002
10000002,20000026,30000181,30000185,20000026,10000002
10000002,20000026,30000182,30000180,20000026,10000002
10000002,20000026,30000182,30000184,20000026,10000002
10000002,20000026,30000182,30000187,20000026,10000002
10000002,20000026,30000183,30000181,20000026,10000002
10000002,20000026,30000184,30000182,20000026,10000002
10000002,20000026,30000185,30000181,20000026,10000002
10000002,20000026,30000185,30000186,20000026,10000002
10000002,20000026,30000186,30000163,20000023,10000002
10000002,20000026,30000186,30000185,20000026,10000002
10000002,20000026,30000186,30002440,20000358,10000029
10000002,20000026,30000187,30000182,20000026,10000002
10000002,20000027,30000188,30000178,20000025,10000002
10000002,20000027,30000188,30000189,20000027,10000002
10000002,20000027,30000188,30000194,20000027,10000002
10000002,20000027,30000189,30000188,20000027,10000002
10000002,20000027,30000189,30000190,20000027,10000002
10000002,20000027,30000189,30000191,20000027,10000002
10000002,20000027,30000189,30000194,20000027,10000002
10000002,20000027,30000190,30000189,20000027,10000002
10000002,20000027,30000190,30000191,20000027,10000002
10000002,20000027,30000190,30000193,20000027,10000002
10000002,20000027,30000190,30000194,20000027,10000002
10000002,20000027,30000191,30000189,20000027,10000002
10000002,20000027,30000191,30000190,20000027,10000002
10000002,20000027,30000191,30000194,20000027,10000002
10000070,20000787,30000192,30002079,20000787,10000070
10000070,20000787,30000192,30040141,20000788,10000070
10000002,20000027,30000193,30000190,20000027,10000002
10000002,20000027,30000193,30000201,20000029,10000002
10000002,20000027,30000194,30000169,20000024,10000002
10000002,20000027,30000194,30000188,20000027,10000002
10000002,20000027,30000194,30000189,20000027,10000002
10000002,20000027,30000194,30000190,20000027,10000002
10000002,20000027,30000194,30000191,20000027,10000002
10000002,20000028,30000195,30000164,20000023,10000002
10000002,20000028,30000195,30000196,20000028,10000002
10000002,20000028,30000196,30000195,20000028,10000002
10000002,20000028,30000196,30000197,20000028,10000002
10000002,20000028,30000196,30000200,20000028,10000002
10000002,20000028,30000197,30000196,20000028,10000002
10000002,20000028,30000197,30000198,20000028,10000002
10000002,20000028,30000197,30000199,20000028,10000002
10000002,20000028,30000198,30000197,20000028,10000002
10000002,20000028,30000198,30002355,20000345,10000027
10000002,20000028,30000199,30000197,20000028,10000002
10000002,20000028,30000199,30003446,20000502,10000042
10000002,20000028,30000200,30000196,20000028,10000002
10000002,20000028,30000200,30002062,20000304,10000042
10000002,20000028,30000200,30002475,20000363,10000029
10000002,20000029,30000201,30000193,20000027,10000002
10000002,20000029,30000201,30000202,20000029,10000002
10000002,20000029,30000202,30000201,20000029,10000002
10000002,20000029,30000202,30000203,20000029,10000002
10000002,20000029,30000202,30000204,20000029,10000002
10000002,20000029,30000202,30000207,20000029,10000002
10000002,20000029,30000203,30000202,20000029,10000002
10000002,20000029,30000203,30000207,20000029,10000002
10000002,20000029,30000204,30000202,20000029,10000002
10000002,20000029,30000204,30000205,20000029,10000002
10000002,20000029,30000205,30000204,20000029,10000002
10000002,20000029,30000205,30000250,20000035,10000003
10000002,20000029,30000205,30001448,20000212,10000016
10000070,20000789,30000206,30002652,20000789,10000070
10000070,20000789,30000206,30020141,20000789,10000070
10000002,20000029,30000207,30000202,20000029,10000002
10000002,20000029,30000207,30000203,20000029,10000002
10000003,20000030,30000208,30000211,20000030,10000003
10000003,20000030,30000208,30000213,20000030,10000003
10000003,20000030,30000208,30000214,20000030,10000003
10000003,20000030,30000209,30000212,20000030,10000003
10000003,20000030,30000209,30000214,20000030,10000003
