stationID,security,dockingCostPerVolume,maxShipVolumeDockable,officeRentalCost,operationID,stationTypeID,corporationID,solarSystemID,constellationID,regionID,stationName,x,y,z,reprocessingEfficiency,reprocessingStationsTake,reprocessingHangarFlag
60000082,0.3021467524,0E-10,50000000.0000000000,10000,26,1531,1000002,30002414,20000355,10000028,Klingt IV - Moon 1 - CBD Corporation Storage,92901335040.0000000000,-17496023040.0000000000,110818959360.0000000000,0.5000000000,0.0500000000,4
60000085,0.0345551972,0E-10,50000000.0000000000,10000,26,1531,1000002,30002420,20000355,10000028,Egbinger XI - Moon 3 - CBD Corporation Storage,-352724951040.0000000000,-70727147520.0000000000,1370689413120.0000000000,0.5000000000,0.0500000000,4
60000088,0.3021467524,0E-10,50000000.0000000000,10000,26,1531,1000002,30002414,20000355,10000028,Klingt V - CBD Corporation Storage,-38781788160.0000000000,7309762560.0000000000,-208769802240.0000000000,0.5000000000,0.0500000000,4
60000091,0.3021467524,0E-10,50000000.0000000000,10000,26,1531,1000002,30002414,20000355,10000028,Klingt IX - Moon 3 - CBD Corporation Storage,641821040640.0000000000,-120874475520.0000000000,1055101132800.0000000000,0.5000000000,0.0500000000,4
60000094,0.7090456871,0E-10,50000000.0000000000,10000,26,1531,1000002,30003429,20000500,10000042,Geffur VIII - Moon 10 - CBD Corporation Storage,-376667136000.0000000000,-34467962880.0000000000,1304583413760.0000000000,0.5000000000,0.0500000000,4
60000097,0.5810701614,0E-10,50000000.0000000000,10000,26,1531,1000002,30003432,20000500,10000042,Lumegen V - Moon 2 - CBD Corporation Storage,-59621744640.0000000000,-6001090560.0000000000,-671180513280.0000000000,0.5000000000,0.0500000000,4
60000100,0.6713491738,0E-10,50000000.0000000000,10000,26,1531,1000002,30003430,20000500,10000042,Oppold IX - Moon 6 - CBD Corporation Storage,-4403514040320.0000000000,-498863923200.0000000000,2968522137600.0000000000,0.5000000000,0.0500000000,4
60000103,0.5810701614,0E-10,50000000.0000000000,10000,26,1531,1000002,30003432,20000500,10000042,Lumegen I - CBD Corporation Storage,-39094640640.0000000000,-3935723520.0000000000,-63403991040.0000000000,0.5000000000,0.0500000000,4
60000106,0.6713491738,0E-10,50000000.0000000000,10000,26,1531,1000002,30003430,20000500,10000042,Oppold IV - Moon 1 - CBD Corporation Storage,-118070845440.0000000000,-13375856640.0000000000,-202273136640.0000000000,0.5000000000,0.0500000000,4
60000109,0.7090456871,0E-10,50000000.0000000000,10000,26,1531,1000002,30003429,20000500,10000042,Geffur VII - Moon 3 - CBD Corporation Storage,561277378560.0000000000,51362734080.0000000000,-547152814080.0000000000,0.5000000000,0.0500000000,4
60000112,0.5930926592,0E-10,50000000.0000000000,10000,26,1531,1000002,30005001,20000732,10000064,Arnon VIII - Moon 2 - CBD Corporation Storage,-259453132800.0000000000,-3006013440.0000000000,-316619120640.0000000000,0.5000000000,0.0500000000,4
60000115,0.4236857699,0E-10,50000000.0000000000,10000,26,1531,1000002,30005003,20000732,10000064,Adirain V - Moon 4 - CBD Corporation Storage,55648788480.0000000000,10898104320.0000000000,-502882590720.0000000000,0.5000000000,0.0500000000,4
60000118,0.6694961114,0E-10,50000000.0000000000,10000,26,1531,1000002,30005004,20000732,10000064,Attyn V - Moon 2 - CBD Corporation Storage,1630383759360.0000000000,218044784640.0000000000,1114428825600.0000000000,0.5000000000,0.0500000000,4
60000121,0.3732625997,0E-10,50000000.0000000000,10000,26,1531,1000002,30005007,20000732,10000064,Lisbaetanne I - CBD Corporation Storage,33754521600.0000000000,-1452072960.0000000000,-52854251520.0000000000,0.5000000000,0.0500000000,4
60000124,0.5930926592,0E-10,50000000.0000000000,10000,26,1531,1000002,30005001,20000732,10000064,Arnon XII - CBD Corporation Storage,2625060003840.0000000000,30402109440.0000000000,-3254444482560.0000000000,0.5000000000,0.0500000000,4
60000127,0.5930926592,0E-10,50000000.0000000000,10000,26,1531,1000002,30005001,20000732,10000064,Arnon X - Moon 8 - CBD Corporation Storage,-1071703941120.0000000000,-12411494400.0000000000,-106688962560.0000000000,0.5000000000,0.0500000000,4
60000130,0.4786732022,0E-10,50000000.0000000000,10000,26,1531,1000002,30004250,20000622,10000054,Chibi VI - Moon 13 - CBD Corporation Storage,-82122547200.0000000000,8119050240.0000000000,545027235840.0000000000,0.5000000000,0.0500000000,4
60000133,0.7518781391,0E-10,50000000.0000000000,10000,26,1531,1000002,30004253,20000622,10000054,Pahineh VII - Moon 9 - CBD Corporation Storage,794193223680.0000000000,-9298944000.0000000000,218087546880.0000000000,0.5000000000,0.0500000000,4
60000136,0.6893498195,0E-10,50000000.0000000000,10000,26,1531,1000002,30004249,20000622,10000054,Avada II - CBD Corporation Storage,77468835840.0000000000,12991979520.0000000000,34781306880.0000000000,0.5000000000,0.0500000000,4
60000139,0.4985548327,0E-10,50000000.0000000000,10000,26,1531,1000002,30004248,20000622,10000054,Haimeh IX - Moon 4 - CBD Corporation Storage,-1456338001920.0000000000,202727055360.0000000000,636877578240.0000000000,0.5000000000,0.0500000000,4
60000142,0.4786732022,0E-10,50000000.0000000000,10000,26,1531,1000002,30004250,20000622,10000054,Chibi VIII - Moon 21 - CBD Corporation Storage,-736036331520.0000000000,72757862400.0000000000,-1866394460160.0000000000,0.5000000000,0.0500000000,4
60000145,0.4985548327,0E-10,50000000.0000000000,10000,26,1531,1000002,30004248,20000622,10000054,Haimeh II - CBD Corporation Storage,-55428833280.0000000000,7716495360.0000000000,-27634851840.0000000000,0.5000000000,0.0500000000,4
60000148,0.4787558024,0E-10,50000000.0000000000,10000,26,1531,1000002,30002513,20000368,10000030,Dammalin VI - CBD Corporation Storage,189263093760.0000000000,25911091200.0000000000,-1332314480640.0000000000,0.5000000000,0.0500000000,4
60000151,0.3767940377,0E-10,50000000.0000000000,10000,26,1531,1000002,30002517,20000368,10000030,Gulmorogod VI - Moon 4 - CBD Corporation Storage,-96244654080.0000000000,19418112000.0000000000,356422164480.0000000000,0.5000000000,0.0500000000,4
60000154,0.4386842563,0E-10,50000000.0000000000,10000,26,1531,1000002,30002515,20000368,10000030,Olfeim V - Moon 3 - CBD Corporation Storage,-663907491840.0000000000,35747389440.0000000000,612626718720.0000000000,0.5000000000,0.0500000000,4
60000157,0.3767940377,0E-10,50000000.0000000000,10000,26,1531,1000002,30002517,20000368,10000030,Gulmorogod VIII - Moon 25 - CBD Corporation Storage,212856545280.0000000000,-42946682880.0000000000,1496815411200.0000000000,0.5000000000,0.0500000000,4
60000160,0.5588356980,0E-10,50000000.0000000000,10000,26,1531,1000002,30002512,20000368,10000030,Alakgur VIII - Moon 2 - CBD Corporation Storage,-207847464960.0000000000,9396756480.0000000000,-897363517440.0000000000,0.5000000000,0.0500000000,4
60000163,0.5588356980,0E-10,50000000.0000000000,10000,26,1531,1000002,30002512,20000368,10000030,Alakgur IX - Moon 9 - CBD Corporation Storage,1472972021760.0000000000,-66592235520.0000000000,1280668016640.0000000000,0.5000000000,0.0500000000,4
60000166,0.4721050627,0E-10,50000000.0000000000,10000,26,1531,1000002,30004295,20000627,10000054,Keba II - CBD Corporation Storage,79254773760.0000000000,-14926848000.0000000000,-78418206720.0000000000,0.5000000000,0.0500000000,4
60000169,0.3832672193,0E-10,50000000.0000000000,10000,26,1531,1000002,30004293,20000627,10000054,Pserz VIII - Moon 3 - CBD Corporation Storage,311143833600.0000000000,57304965120.0000000000,182119342080.0000000000,0.5000000000,0.0500000000,4
60000172,0.2754995123,0E-10,50000000.0000000000,10000,26,1531,1000002,30004292,20000627,10000054,Soza XII - Moon 14 - CBD Corporation Storage,-116559667200.0000000000,8914083840.0000000000,1347375882240.0000000000,0.5000000000,0.0500000000,4
60000175,0.3832672193,0E-10,50000000.0000000000,10000,26,1531,1000002,30004293,20000627,10000054,Pserz XII - Moon 4 - CBD Corporation Storage,859130388480.0000000000,158230978560.0000000000,3032176680960.0000000000,0.5000000000,0.0500000000,4
60000178,0.2281417259,0E-10,50000000.0000000000,10000,26,1531,1000002,30004289,20000627,10000054,Vaini III - CBD Corporation Storage,-304149749760.0000000000,11314913280.0000000000,529120665600.0000000000,0.5000000000,0.0500000000,4
60000181,0.4721050627,0E-10,50000000.0000000000,10000,26,1531,1000002,30004295,20000627,10000054,Keba IX - Moon 1 - CBD Corporation Storage,275792486400.0000000000,-51945922560.0000000000,-2300021022720.0000000000,0.5000000000,0.0500000000,4
60000184,0.9396644808,0E-10,50000000.0000000000,10000,26,1531,1000002,30001673,20000247,10000020,Shesha III - CBD Corporation Storage,267603763200.0000000000,49604567040.0000000000,-184447426560.0000000000,0.5000000000,0.0500000000,4
60000187,0.8914440725,0E-10,50000000.0000000000,10000,26,1531,1000002,30001674,20000247,10000020,Hilaban VI - Moon 1 - CBD Corporation Storage,5589312675840.0000000000,-1041337589760.0000000000,-391955128320.0000000000,0.5000000000,0.0500000000,4
60000190,0.8914440725,0E-10,50000000.0000000000,10000,26,1531,1000002,30001674,20000247,10000020,Hilaban IV - Moon 5 - CBD Corporation Storage,2270379417600.0000000000,-422991421440.0000000000,3396018216960.0000000000,0.5000000000,0.0500000000,4
60000193,0.8914440725,0E-10,50000000.0000000000,10000,26,1531,1000002,30001674,20000247,10000020,Hilaban III - Moon 3 - CBD Corporation Storage,-195922452480.0000000000,36502855680.0000000000,1291398881280.0000000000,0.5000000000,0.0500000000,4
60000196,0.6843957686,0E-10,50000000.0000000000,10000,26,1531,1000002,30001669,20000247,10000020,Pimebeka VIII - Moon 9 - CBD Corporation Storage,-1674345553920.0000000000,315552768000.0000000000,-303405342720.0000000000,0.5000000000,0.0500000000,4
60000199,0.8914440725,0E-10,50000000.0000000000,10000,26,1531,1000002,30001674,20000247,10000020,Hilaban VIII - Moon 1 - CBD Corporation Storage,8383854305280.0000000000,-1561984573440.0000000000,672309780480.0000000000,0.5000000000,0.0500000000,4
60000202,0.3408937497,0E-10,50000000.0000000000,10000,26,1531,1000002,30005032,20000736,10000065,Khabara VII - Moon 15 - CBD Corporation Storage,1226881966080.0000000000,-18322759680.0000000000,673251287040.0000000000,0.5000000000,0.0500000000,4
60000205,0.3514966459,0E-10,50000000.0000000000,10000,26,1531,1000002,30005031,20000736,10000065,Nebian II - CBD Corporation Storage,67616071680.0000000000,-8097177600.0000000000,136722309120.0000000000,0.5000000000,0.0500000000,4
60000208,0.4381709993,0E-10,50000000.0000000000,10000,26,1531,1000002,30005035,20000736,10000065,Ami V - Moon 1 - CBD Corporation Storage,157567918080.0000000000,-1332879360.0000000000,143147458560.0000000000,0.5000000000,0.0500000000,4
60000211,0.4381709993,0E-10,50000000.0000000000,10000,26,1531,1000002,30005035,20000736,10000065,Ami VI - CBD Corporation Storage,-256810721280.0000000000,2169692160.0000000000,146786918400.0000000000,0.5000000000,0.0500000000,4
60000214,0.3968333841,0E-10,50000000.0000000000,10000,26,1531,1000002,30005030,20000736,10000065,Fensi VI - Moon 10 - CBD Corporation Storage,42554204160.0000000000,-5570273280.0000000000,-588935208960.0000000000,0.5000000000,0.0500000000,4
60000217,0.4381709993,0E-10,50000000.0000000000,10000,26,1531,1000002,30005035,20000736,10000065,Ami VII - Moon 1 - CBD Corporation Storage,241435238400.0000000000,-2042388480.0000000000,-459262648320.0000000000,0.5000000000,0.0500000000,4
60000220,0.7293660708,0E-10,50000000.0000000000,10000,26,1531,1000002,30001729,20000256,10000020,Sinid VI - CBD Corporation Storage,981053153280.0000000000,-126866595840.0000000000,430000005120.0000000000,0.5000000000,0.0500000000,4
60000223,0.8673389143,0E-10,50000000.0000000000,10000,26,1531,1000002,30001732,20000256,10000020,Zith IX - Moon 2 - CBD Corporation Storage,850011709440.0000000000,-66729615360.0000000000,3062612090880.0000000000,0.5000000000,0.0500000000,4
60000226,0.8333480479,0E-10,50000000.0000000000,10000,26,1531,1000002,30001731,20000256,10000020,Ilas V - Moon 1 - CBD Corporation Storage,-60725698560.0000000000,11157626880.0000000000,-187898388480.0000000000,0.5000000000,0.0500000000,4
60000229,0.9497942069,0E-10,50000000.0000000000,10000,26,1531,1000002,30001733,20000256,10000020,Tew IX - Moon 9 - CBD Corporation Storage,-697901998080.0000000000,100861992960.0000000000,-1691182080000.0000000000,0.5000000000,0.0500000000,4
60000232,0.7293660708,0E-10,50000000.0000000000,10000,26,1531,1000002,30001729,20000256,10000020,Sinid VI - Moon 2 - CBD Corporation Storage,981105008640.0000000000,-126874214400.0000000000,429750558720.0000000000,0.5000000000,0.0500000000,4
60000235,0.8333480479,0E-10,50000000.0000000000,10000,26,1531,1000002,30001731,20000256,10000020,Ilas VII - Moon 10 - CBD Corporation Storage,431192432640.0000000000,-79226265600.0000000000,-291134545920.0000000000,0.5000000000,0.0500000000,4
60000238,0.9092808588,0E-10,50000000.0000000000,10000,26,1531,1000002,30004102,20000599,10000052,Inis-Ilix V - CBD Corporation Storage,-522115276800.0000000000,-44427878400.0000000000,-15786762240.0000000000,0.5000000000,0.0500000000,4
60000241,0.7737356473,0E-10,50000000.0000000000,10000,26,1531,1000002,30004099,20000599,10000052,Sonama VI - Moon 12 - CBD Corporation Storage,1482512424960.0000000000,107945533440.0000000000,-172335390720.0000000000,0.5000000000,0.0500000000,4
60000244,0.9092808588,0E-10,50000000.0000000000,10000,26,1531,1000002,30004102,20000599,10000052,Inis-Ilix IV - Moon 1 - CBD Corporation Storage,291853393920.0000000000,24834478080.0000000000,54901678080.0000000000,0.5000000000,0.0500000000,4
60000247,0.7737356473,0E-10,50000000.0000000000,10000,26,1531,1000002,30004099,20000599,10000052,Sonama VII - Moon 5 - CBD Corporation Storage,-1657478553600.0000000000,-120685240320.0000000000,-2315270676480.0000000000,0.5000000000,0.0500000000,4
60000250,0.6473327137,0E-10,50000000.0000000000,10000,26,1531,1000002,30004103,20000599,10000052,Kothe X - Moon 6 - CBD Corporation Storage,1962966097920.0000000000,-281786818560.0000000000,3091163504640.0000000000,0.5000000000,0.0500000000,4
60000253,0.8691072810,0E-10,50000000.0000000000,10000,26,1531,1000002,30004101,20000599,10000052,Suner VII - Moon 16 - CBD Corporation Storage,2181223096320.0000000000,-11047772160.0000000000,1756483215360.0000000000,0.5000000000,0.0500000000,4
60000256,0.6657824845,0E-10,50000000.0000000000,10000,26,1531,1000002,30001399,20000205,10000016,Elonaya X - Moon 22 - CBD Corporation Storage,743151820800.0000000000,93873070080.0000000000,-864016097280.0000000000,0.5000000000,0.0500000000,4
60000259,0.5080410986,0E-10,50000000.0000000000,10000,26,1531,1000002,30001401,20000205,10000016,Nonni VI - CBD Corporation Storage,-845254287360.0000000000,132293713920.0000000000,213408276480.0000000000,0.5000000000,0.0500000000,4
60000262,0.5080410986,0E-10,50000000.0000000000,10000,26,1531,1000002,30001401,20000205,10000016,Nonni IV - CBD Corporation Storage,184683847680.0000000000,-28905431040.0000000000,-206017781760.0000000000,0.5000000000,0.0500000000,4
60000265,0.7411521743,0E-10,50000000.0000000000,10000,26,1531,1000002,30001403,20000205,10000016,Piak II - Moon 3 - CBD Corporation Storage,194210734080.0000000000,33575854080.0000000000,-560669122560.0000000000,0.5000000000,0.0500000000,4
60000268,0.5080410986,0E-10,50000000.0000000000,10000,26,1531,1000002,30001401,20000205,10000016,Nonni III - CBD Corporation Storage,148531077120.0000000000,-23244840960.0000000000,175728107520.0000000000,0.5000000000,0.0500000000,4
60000271,0.6657824845,0E-10,50000000.0000000000,10000,26,1531,1000002,30001399,20000205,10000016,Elonaya X - Moon 11 - CBD Corporation Storage,751583846400.0000000000,94938193920.0000000000,-871651368960.0000000000,0.5000000000,0.0500000000,4
60000274,0.6991872083,0E-10,50000000.0000000000,10000,26,1531,1000003,30000149,20000021,10000002,Gekutami V - Moon 1 - Prompt Delivery Storage,489281249280.0000000000,-41618104320.0000000000,-197582069760.0000000000,0.5000000000,0.0500000000,4
60000277,0.7432522649,0E-10,50000000.0000000000,10000,26,1531,1000003,30000148,20000021,10000002,Jakanerva III - Moon 15 - Prompt Delivery Storage,165632286720.0000000000,2771804160.0000000000,-2455331266560.0000000000,0.5000000000,0.0500000000,4
60000280,0.6991872083,0E-10,50000000.0000000000,10000,26,1531,1000003,30000149,20000021,10000002,Gekutami VII - Moon 3 - Prompt Delivery Storage,-1049566863360.0000000000,89275637760.0000000000,-799236218880.0000000000,0.5000000000,0.0500000000,4
60000283,0.6337059450,0E-10,50000000.0000000000,10000,26,1531,1000003,30000120,20000017,10000002,Mitsolen IV - Moon 9 - Prompt Delivery Storage,178045624320.0000000000,30796800000.0000000000,224824320000.0000000000,0.5000000000,0.0500000000,4
60000286,0.6374281330,0E-10,50000000.0000000000,10000,26,1531,1000003,30000121,20000017,10000002,Jatate III - Moon 10 - Prompt Delivery Storage,-105431162880.0000000000,-3500236800.0000000000,359860346880.0000000000,0.5000000000,0.0500000000,4
60000289,0.6374281330,0E-10,50000000.0000000000,10000,26,1531,1000003,30000121,20000017,10000002,Jatate IV - Moon 17 - Prompt Delivery Storage,2091547238400.0000000000,69442068480.0000000000,1625949265920.0000000000,0.5000000000,0.0500000000,4
60000292,0.6501464617,0E-10,50000000.0000000000,10000,26,1531,1000003,30000126,20000018,10000002,Geras IX - Moon 7 - Prompt Delivery Storage,119167426560.0000000000,-2177310720.0000000000,1321293864960.0000000000,0.5000000000,0.0500000000,4
60000295,0.8745849748,0E-10,50000000.0000000000,10000,26,1531,1000003,30000130,20000018,10000002,Shihuken VII - Moon 10 - Prompt Delivery Storage,671700541440.0000000000,115793387520.0000000000,92180520960.0000000000,0.5000000000,0.0500000000,4
60000298,0.9459645526,0E-10,50000000.0000000000,10000,26,1531,1000003,30000129,20000018,10000002,Unpas VIII - Moon 11 - Prompt Delivery Storage,747298775040.0000000000,-54877839360.0000000000,792041840640.0000000000,0.5000000000,0.0500000000,4
60000301,0.5669582798,0E-10,50000000.0000000000,10000,26,1531,1000003,30000188,20000027,10000002,Hentogaira III - Moon 6 - Prompt Delivery Storage,135881318400.0000000000,-11557969920.0000000000,4912466288640.0000000000,0.5000000000,0.0500000000,4
60000304,0.5669582798,0E-10,50000000.0000000000,10000,26,1531,1000003,30000188,20000027,10000002,Hentogaira IV - Prompt Delivery Storage,-2636976906240.0000000000,224297902080.0000000000,6739993190400.0000000000,0.5000000000,0.0500000000,4
60000307,0.5285221071,0E-10,50000000.0000000000,10000,26,1531,1000003,30000189,20000027,10000002,Kiainti IX - Moon 8 - Prompt Delivery Storage,-978305064960.0000000000,5481308160.0000000000,1613778984960.0000000000,0.5000000000,0.0500000000,4
60000310,0.6657824845,0E-10,50000000.0000000000,10000,26,1531,1000004,30001399,20000205,10000016,Elonaya X - Moon 21 - Ytiri Storage,755622666240.0000000000,95448145920.0000000000,-864233840640.0000000000,0.5000000000,0.0500000000,4
60000313,0.7411521743,0E-10,50000000.0000000000,10000,26,1531,1000004,30001403,20000205,10000016,Piak IV - Moon 22 - Ytiri Storage,5196201861120.0000000000,898333532160.0000000000,-956387696640.0000000000,0.5000000000,0.0500000000,4
60000316,0.7411521743,0E-10,50000000.0000000000,10000,26,1531,1000004,30001403,20000205,10000016,Piak III - Moon 19 - Ytiri Storage,1154160844800.0000000000,199537582080.0000000000,1007643156480.0000000000,0.5000000000,0.0500000000,4
60000319,0.4477900949,0E-10,50000000.0000000000,10000,26,1531,1000004,30001398,20000205,10000016,Aunenen VII - Moon 1 - Ytiri Storage,2181402255360.0000000000,-77584834560.0000000000,3598985502720.0000000000,0.5000000000,0.0500000000,4
60000322,0.8196477984,0E-10,50000000.0000000000,10000,26,1531,1000004,30002744,20000402,10000033,Auviken V - Moon 6 - Ytiri Storage,-137194414080.0000000000,11895644160.0000000000,492371927040.0000000000,0.5000000000,0.0500000000,4
60000325,0.8166387669,0E-10,50000000.0000000000,10000,26,1531,1000004,30002746,20000402,10000033,Oijamon III - Moon 12 - Ytiri Storage,-33992171520.0000000000,-4781629440.0000000000,-317873725440.0000000000,0.5000000000,0.0500000000,4
60000328,0.5713400139,0E-10,50000000.0000000000,10000,26,1531,1000004,30002748,20000402,10000033,Jeras VII - Moon 15 - Ytiri Storage,463732531200.0000000000,18269921280.0000000000,-2061786931200.0000000000,0.5000000000,0.0500000000,4
60000331,0.5713400139,0E-10,50000000.0000000000,10000,26,1531,1000004,30002748,20000402,10000033,Jeras VII - Moon 1 - Ytiri Storage,468034805760.0000000000,18439987200.0000000000,-2060124364800.0000000000,0.5000000000,0.0500000000,4
60000334,0.5494773459,0E-10,50000000.0000000000,10000,26,1531,1000004,30001386,20000203,10000016,Saatuban IX - Moon 1 - Ytiri Storage,-2252240117760.0000000000,-402493808640.0000000000,-929487298560.0000000000,0.5000000000,0.0500000000,4
60000337,0.6777007603,0E-10,50000000.0000000000,10000,26,1531,1000004,30001387,20000203,10000016,Isikano VIII - Moon 7 - Ytiri Storage,-935873126400.0000000000,-184380088320.0000000000,-723415080960.0000000000,0.5000000000,0.0500000000,4
60000340,0.5059695448,0E-10,50000000.0000000000,10000,26,1531,1000004,30001391,20000203,10000016,Piekura VII - Moon 1 - Ytiri Storage,-589528965120.0000000000,-49064878080.0000000000,92128419840.0000000000,0.5000000000,0.0500000000,4
