regionID,constellationID,solarSystemID,solarSystemName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,luminosity,border,fringe,corridor,hub,international,regional,constellation,security,factionID,radius,sunTypeID,securityClass
10000001,20000004,30000024,Kiereend,-77479080911142800.0000000000,51134179715466896.0000000000,-47885233482498200.0000000000,-77479736282401504.0000000000,-77478874101251696.0000000000,51134147110880496.0000000000,51134283002162800.0000000000,47884604839563200.0000000000,47887530200825104.0000000000,0.0194400000,0,0,0,1,0,0,None,0.8408345483,500007,1462680630932.0000000000,45031,B
10000001,20000004,30000025,Rashy,-74181058770878304.0000000000,50998790158899696.0000000000,-44291930310919904.0000000000,-74183273721831200.0000000000,-74180375768494400.0000000000,50998574081360200.0000000000,50998856788276000.0000000000,44287302661417600.0000000000,44293392527686800.0000000000,0.1276000000,0,0,0,1,0,0,None,0.8032659941,500007,3044933134604.0000000000,7,B
10000001,20000004,30000026,Ordize,-66874602332344000.0000000000,47305539439210600.0000000000,-41604451379855104.0000000000,-66879408587107904.0000000000,-66872843811045000.0000000000,47305174233624600.0000000000,47305673060244000.0000000000,41600708274942496.0000000000,41610186873257904.0000000000,0.2079000000,0,0,0,1,0,0,None,0.6955641731,500007,4739299157720.0000000000,3798,B1
10000001,20000004,30000027,Psasa,-72183885785340304.0000000000,42984409865412600.0000000000,-45081203993618400.0000000000,-72187475500435296.0000000000,-72183514569166208.0000000000,42984382407078800.0000000000,42984412715680304.0000000000,45079304931331000.0000000000,45081426788826704.0000000000,0.4201000000,0,0,0,1,0,0,None,0.7499132888,500007,1980465634544.0000000000,45033,B1
10000001,20000004,30000028,Eshtah,-71223584228662000.0000000000,50752785941188896.0000000000,-46482687207261000.0000000000,-71227043048865904.0000000000,-71217009936567504.0000000000,50751495459745600.0000000000,50753463796187000.0000000000,46482340943580400.0000000000,46484246018352600.0000000000,0.1457000000,1,0,0,1,0,0,None,0.7684326314,500007,5016556149184.0000000000,45032,B
10000001,20000004,30000029,Lachailes,-61418700963258200.0000000000,39508226756646304.0000000000,-36346375132950896.0000000000,-61420475251585296.0000000000,-61418700663658200.0000000000,39508226457046304.0000000000,39508280978408800.0000000000,36346248678604000.0000000000,36347841445812000.0000000000,0.1283000000,0,0,1,0,0,0,None,0.5730512268,500007,887293963556.0000000000,45047,B1
10000001,20000004,30000030,Kasrasi,-59932279484658000.0000000000,43233411197129296.0000000000,-41564724505396600.0000000000,-59932402213803400.0000000000,-59930489393074800.0000000000,43233081024525000.0000000000,43233433834058704.0000000000,41562713143121600.0000000000,41565360117674704.0000000000,0.1629000000,1,0,0,1,0,0,None,0.5730756770,500007,1323487276548.0000000000,45030,B1
10000001,20000005,30000031,Mohas,-80931368391397696.0000000000,26612451671200700.0000000000,-26174170930793500.0000000000,-80931837139551808.0000000000,-80930214051728400.0000000000,26612382705341400.0000000000,26612620923956400.0000000000,26173234348555400.0000000000,26175801654655900.0000000000,0.0195600000,0,0,1,0,0,0,None,0.6817834382,500007,1283653050240.0000000000,7,B1
10000001,20000005,30000032,Hasiari,-87895710227609504.0000000000,39062466382135400.0000000000,-26800575462533400.0000000000,-87897713531994496.0000000000,-87894126356762496.0000000000,39062449183065000.0000000000,39062488136458200.0000000000,26800451180037600.0000000000,26802251912518900.0000000000,0.0786300000,1,0,0,1,0,0,None,0.7981876171,500007,1793587616000.0000000000,3797,B
10000001,20000005,30000033,Radima,-86669709447701792.0000000000,30253891492190200.0000000000,-23109218639605200.0000000000,-86671225467868400.0000000000,-86663806353775600.0000000000,30253169597607600.0000000000,30254078146926400.0000000000,23108674216347200.0000000000,23111736228151000.0000000000,0.4925000000,0,0,1,0,0,0,None,0.7539199524,500007,3709557046400.0000000000,45036,B
10000001,20000005,30000034,Alkez,-80605644803163808.0000000000,36589580336539296.0000000000,-22409023277357100.0000000000,-80609163797927104.0000000000,-80605329728513504.0000000000,36589537572663504.0000000000,36590057945538304.0000000000,22406313559613700.0000000000,22409251534718800.0000000000,0.0629100000,0,1,0,0,0,0,None,0.7821229099,500007,1917034706800.0000000000,45032,B
10000001,20000005,30000035,Nimambal,-78972929108395104.0000000000,22021695733766400.0000000000,-30437697744700300.0000000000,-78974131949151008.0000000000,-78969435655036000.0000000000,22021057088713300.0000000000,22021915627483600.0000000000,30436115280282000.0000000000,30438466710869400.0000000000,0.1721000000,1,0,0,1,0,0,None,0.5940505703,500007,2348147057528.0000000000,45047,B1
10000001,20000005,30000036,Yishinoon,-69082798590932000.0000000000,15194641371952600.0000000000,-28780877400953400.0000000000,-69089533613137600.0000000000,-69081769766190896.0000000000,15194614362048100.0000000000,15194818187551900.0000000000,28780199606184800.0000000000,28785266289061300.0000000000,2.2570000000,0,0,1,0,0,0,None,0.4247181820,500007,3881923473336.0000000000,3801,B2
10000001,20000005,30000037,Uplingur,-66223420001743000.0000000000,16326050663711200.0000000000,-25730407026952500.0000000000,-66229063366368600.0000000000,-66223131966336200.0000000000,16324942400831900.0000000000,16326107229697100.0000000000,25722512497311900.0000000000,25730463503132500.0000000000,1.0630000000,1,0,1,0,1,1,None,0.4220693149,500007,3975502910314.0000000000,6,B2
10000001,20000006,30000038,Dooz,-62127277592377600.0000000000,48759951230412000.0000000000,-77061875158752096.0000000000,-62127754165912896.0000000000,-62126039906992200.0000000000,48759932220076800.0000000000,48760000600426096.0000000000,77060552995571392.0000000000,77062218978977904.0000000000,0.0315900000,1,0,0,1,0,0,None,0.4237288552,500007,857129460388.0000000000,45037,B2
10000001,20000006,30000039,Bayuka,-59779356765873904.0000000000,39123118951290304.0000000000,-73224273778575504.0000000000,-59784139792647200.0000000000,-59777551677311696.0000000000,39122986693461800.0000000000,39123471026820704.0000000000,73221280684357600.0000000000,73226184481535104.0000000000,1.5630000000,0,0,0,1,0,0,None,0.4007220365,500007,3294057667732.0000000000,10,B2
10000001,20000006,30000040,Uzistoon,-57893084293713400.0000000000,45833021879997800.0000000000,-74838023569004400.0000000000,-57894315490518496.0000000000,-57890108516821104.0000000000,45832982796284600.0000000000,45833115721323400.0000000000,74836721212821904.0000000000,74838092429432496.0000000000,0.0200300000,0,0,0,1,0,0,None,0.3906456008,500007,2103486848724.0000000000,45032,B2
10000001,20000006,30000041,Bairshir,-59500536638628800.0000000000,30602000215019500.0000000000,-70450499247601504.0000000000,-59500612499943200.0000000000,-59499329578206896.0000000000,30601911106546600.0000000000,30602005874279800.0000000000,70450459239084304.0000000000,70454679996837104.0000000000,0.0344900000,0,0,1,0,0,0,None,0.3640877470,500007,2110378876364.0000000000,45040,B2
10000001,20000006,30000042,Moh,-62674059167873800.0000000000,33768290206315200.0000000000,-64245757325714800.0000000000,-62678450637471296.0000000000,-62668557630768600.0000000000,33767695127164500.0000000000,33769033036678200.0000000000,64240003985703000.0000000000,64245758136914800.0000000000,4.2160000000,0,1,0,0,0,0,None,0.4728350039,500007,4946503351372.0000000000,3796,B1
10000001,20000006,30000043,Sari,-62779423667720400.0000000000,52039434306573600.0000000000,-81846145892347600.0000000000,-62780160458622000.0000000000,-62777608923875504.0000000000,52039433737863600.0000000000,52039434615873600.0000000000,81842909351784608.0000000000,81847762155740496.0000000000,0.0878400000,1,0,0,1,0,0,None,0.3793431217,500007,2426401977928.0000000000,3798,B2
10000001,20000007,30000044,Faspera,-87275787061837696.0000000000,24422502349262500.0000000000,-107306739389600992.0000000000,-87276213213680992.0000000000,-87274527237505296.0000000000,24422435839313000.0000000000,24422698965453600.0000000000,107306166498738000.0000000000,107307560883618000.0000000000,0.1176000000,0,0,1,0,0,0,None,0.1282584758,500007,842988087840.0000000000,3796,B3
10000001,20000007,30000045,Jaymass,-82887953753333104.0000000000,32277060913727700.0000000000,-99630396320491904.0000000000,-82890093949345504.0000000000,-82883158221344096.0000000000,32276666626817900.0000000000,32277944147527500.0000000000,99628146543366896.0000000000,99630659621489696.0000000000,0.4019000000,0,0,0,1,0,0,None,0.2163113398,500007,3467864000712.0000000000,45047,B3
10000001,20000007,30000046,Mifrata,-78639929616778000.0000000000,42640460112816600.0000000000,-94549571824356304.0000000000,-78644227851576800.0000000000,-78639364855674400.0000000000,42640384997943400.0000000000,42641031786860200.0000000000,94548178695059104.0000000000,94552348217108304.0000000000,0.0716200000,1,0,0,1,0,0,None,0.3038029901,500007,2431497951200.0000000000,45033,B2
10000001,20000007,30000047,Majamar,-73381467136228096.0000000000,33974076985768500.0000000000,-84124835282852192.0000000000,-73388043663751904.0000000000,-73381323230417104.0000000000,33974051103063600.0000000000,33975259827072100.0000000000,84115836722190496.0000000000,84128499487845696.0000000000,2.6740000000,0,0,1,0,0,0,None,0.3691862577,500007,6331382827616.0000000000,45034,B2
10000001,20000007,30000048,Ihal,-84811359818445408.0000000000,47168756430761600.0000000000,-84060080477225600.0000000000,-84819779763485296.0000000000,-84810632237896096.0000000000,47168631641478400.0000000000,47168767219903104.0000000000,84054345329102400.0000000000,84063703807274800.0000000000,1.2090000000,1,0,0,1,0,0,None,0.4927012447,500007,4679239086184.0000000000,45036,B1
10000001,20000007,30000049,Camal,-89393067632056192.0000000000,40323443484050304.0000000000,-103505841227187008.0000000000,-89394413093218000.0000000000,-89391207234701504.0000000000,40323295041231104.0000000000,40323648749327104.0000000000,103505479236014000.0000000000,103506820401804992.0000000000,0.0330700000,0,1,0,0,0,0,None,0.2129768849,500007,1602929258280.0000000000,45037,B3
10000001,20000007,30000050,Fera,-74299224152638896.0000000000,39382745820237104.0000000000,-78999332766387200.0000000000,-74299523844776000.0000000000,-74298784638624896.0000000000,39382734925162704.0000000000,39382761801316896.0000000000,78999332684187200.0000000000,79000214558299104.0000000000,0.0173700000,0,1,0,0,0,0,None,0.4772463535,500007,440937055952.0000000000,3799,B1
10000001,20000008,30000051,Juddi,-81696029803755200.0000000000,43312474926582800.0000000000,-71958178282436304.0000000000,-81698836414232496.0000000000,-81695412326939504.0000000000,43312165282671800.0000000000,43312543050961400.0000000000,71956331143522200.0000000000,71963659408042600.0000000000,0.3352000000,1,0,0,1,0,0,None,0.6491366386,500007,3664132260188.0000000000,45047,B1
10000001,20000008,30000052,Maspah,-84298169522780304.0000000000,40933231824812000.0000000000,-57665504477869504.0000000000,-84301020330997600.0000000000,-84296383475859904.0000000000,40932923005174600.0000000000,40933423310672096.0000000000,57663249585874000.0000000000,57666307703166096.0000000000,0.2775000000,1,0,0,1,0,0,None,0.7999009765,500007,2318427568856.0000000000,3799,B
10000001,20000008,30000053,Ibaria,-85000827583159296.0000000000,43133101361465104.0000000000,-66861168763407400.0000000000,-85001595956303904.0000000000,-85000827504659296.0000000000,43132987092657600.0000000000,43133101439965104.0000000000,66860917786338304.0000000000,66861300027079200.0000000000,0.0178200000,0,0,1,0,0,0,None,0.7309787225,500007,384225822320.0000000000,45038,B1
10000001,20000008,30000054,Shala,-85039605426929600.0000000000,33253850385570600.0000000000,-57833924355980600.0000000000,-85041571783052496.0000000000,-85037023415453904.0000000000,33253473619414600.0000000000,33254137315552800.0000000000,57830802156125800.0000000000,57837745662833104.0000000000,0.1749000000,0,0,1,0,0,0,None,0.7155637584,500007,3471753353664.0000000000,45036,B1
10000001,20000008,30000055,Zemalu,-78353005942623296.0000000000,37708303599870304.0000000000,-58441885318365000.0000000000,-78353238145774704.0000000000,-78352033821819392.0000000000,37708270149091800.0000000000,37708443639362704.0000000000,58440247619762304.0000000000,58442797566572600.0000000000,0.0428300000,0,0,1,0,0,0,None,0.7251585253,500007,1274973405164.0000000000,45041,B1
10000001,20000008,30000056,Khankenirdia,-76447984592627104.0000000000,42323396070787200.0000000000,-71495345478719400.0000000000,-76450527162085696.0000000000,-76443964777350896.0000000000,42323135662220800.0000000000,42323807779278800.0000000000,71492305371194000.0000000000,71498717217879800.0000000000,0.0529400000,0,1,0,0,0,0,None,0.6135958354,500007,3281192367384.0000000000,7,B1
10000001,20000009,30000057,Nikh,-85714432605002096.0000000000,66485180580943200.0000000000,-61024775895002304.0000000000,-85717070764877200.0000000000,-85708939278167600.0000000000,66484350424289904.0000000000,66485580711435296.0000000000,61019515896602896.0000000000,61028713131410200.0000000000,0.1239000000,1,0,0,1,0,0,None,0.7741984605,500007,4598617403668.0000000000,7,B
10000001,20000009,30000058,Amphar,-81506260408812096.0000000000,71942058569451904.0000000000,-60077264184929200.0000000000,-81506574801111808.0000000000,-81504055169650208.0000000000,71942039992215904.0000000000,71942189774607296.0000000000,60075146847528000.0000000000,60077865972822704.0000000000,0.0121600000,1,0,0,1,0,0,None,0.7021869950,500007,1359562647344.0000000000,3800,B1
10000001,20000009,30000059,Salashayama,-78462144495839696.0000000000,75721744939315600.0000000000,-53501874200793504.0000000000,-78462513798788608.0000000000,-78461788922227600.0000000000,75721676997453104.0000000000,75721815505618896.0000000000,53499264600324400.0000000000,53503218477832600.0000000000,0.0161600000,0,0,1,0,0,0,None,0.6655862314,500007,1976938754072.0000000000,3800,B1
10000001,20000009,30000060,Janus,-67019723134447696.0000000000,75145506477540304.0000000000,-56751705435097904.0000000000,-67020806444739000.0000000000,-67015725982405600.0000000000,75145141127820704.0000000000,75145605243000096.0000000000,56751047625921600.0000000000,56752912957364400.0000000000,0.0718700000,0,0,0,1,0,0,None,0.5455705453,500007,2540231166708.0000000000,45033,B1
10000001,20000009,30000061,Agha,-85529128805122800.0000000000,68585914092815000.0000000000,-64690720392612600.0000000000,-85529179163155696.0000000000,-85526292604255200.0000000000,68585765978457000.0000000000,68585916737503400.0000000000,64690122574439800.0000000000,64691969806773800.0000000000,0.0100500000,0,1,0,0,0,0,None,0.7187826208,500007,1443279450256.0000000000,3800,B1
10000001,20000009,30000062,Iosantin,-60426349382586600.0000000000,75280217078275296.0000000000,-59383802160235904.0000000000,-60426434609711200.0000000000,-60424583799533504.0000000000,75280212978117904.0000000000,75280302013938496.0000000000,59383740232553800.0000000000,59385736656927200.0000000000,0.0180400000,0,0,0,1,0,0,None,0.4503433501,500007,998212186708.0000000000,45039,B1
10000001,20000009,30000063,Orva,-58831333756248496.0000000000,65071791530294200.0000000000,-58535541425382304.0000000000,-58837113158115104.0000000000,-58830206256882496.0000000000,65071519567848000.0000000000,65071844742488496.0000000000,58535331754139504.0000000000,58537822179314000.0000000000,0.5037000000,0,0,0,1,0,0,None,0.5099495888,500007,3453450616288.0000000000,3797,B1
10000001,20000009,30000064,Zet,-61899112908873600.0000000000,63390250691681104.0000000000,-57778987238062200.0000000000,-61901289718657800.0000000000,-61897185418720304.0000000000,63389901266880896.0000000000,63390648038800400.0000000000,57777836193887200.0000000000,57785121393701400.0000000000,0.1440000000,1,0,0,1,0,0,None,0.5696976612,500007,3642599907084.0000000000,7,B1
10000001,20000009,30000065,Akhrad,-55467810092119800.0000000000,75041947502068000.0000000000,-65667847016388000.0000000000,-55468243422207296.0000000000,-55462055555503504.0000000000,75041723516595008.0000000000,75041964377703392.0000000000,65665232625321200.0000000000,65669439446057400.0000000000,0.3348000000,1,0,0,1,0,0,None,0.3584765248,500007,3093933351904.0000000000,45030,B2
10000001,20000009,30000066,Pirohdim,-66053705321788096.0000000000,60016694152712496.0000000000,-60830334913800000.0000000000,-66058146159092096.0000000000,-66050526460405296.0000000000,60016268634498704.0000000000,60017285084022496.0000000000,60821555616788000.0000000000,60835324498204800.0000000000,0.6256000000,0,0,1,0,0,0,None,0.6286960900,500007,6884440708384.0000000000,3802,B1
10000001,20000009,30000067,Sharir,-60941548092406896.0000000000,77995677851633696.0000000000,-65672158117746600.0000000000,-60941811070028304.0000000000,-60939530306288704.0000000000,77995661223504496.0000000000,77995805925191392.0000000000,65666796126326000.0000000000,65673446138619800.0000000000,0.5506000000,0,0,1,0,0,0,None,0.3968486870,500007,3325006146924.0000000000,3797,B2
10000001,20000009,30000068,Usroh,-83511864320234096.0000000000,78631957879831904.0000000000,-63739762008452600.0000000000,-83514564213295200.0000000000,-83511709728314208.0000000000,78631871690628096.0000000000,78631962816650592.0000000000,63739393593247104.0000000000,63740849172333904.0000000000,0.0281900000,0,0,1,0,0,0,None,0.5974575081,500007,1427242490504.0000000000,45033,B1
10000001,20000009,30000069,Thiarer,-60038254601218400.0000000000,56960319635112800.0000000000,-61574404562871800.0000000000,-60038544702883696.0000000000,-60035683441380800.0000000000,56960262958223000.0000000000,56960821917952496.0000000000,61573138075303200.0000000000,61575215935533904.0000000000,0.0904800000,0,0,0,1,0,0,None,0.5420327808,500007,1430630751424.0000000000,45037,B1
10000001,20000010,30000070,Gomati,-102466093278155008.0000000000,61739122987126600.0000000000,-92805341321059904.0000000000,-102466997652635008.0000000000,-102463095995084992.0000000000,61739017136700600.0000000000,61739154925911104.0000000000,92804809802176800.0000000000,92806464554255904.0000000000,0.0242400000,1,0,0,1,0,0,None,0.3874213238,500007,1950828774872.0000000000,45032,B2
10000001,20000010,30000071,Jangar,-103711104103328992.0000000000,71636002389670496.0000000000,-81696206367769200.0000000000,-103712212483082000.0000000000,-103709545781840992.0000000000,71635753963322000.0000000000,71636179085631000.0000000000,81696120703662496.0000000000,81697887220957296.0000000000,0.1145000000,0,1,0,0,0,0,None,0.5273286254,500007,1333350620600.0000000000,3799,B1
10000001,20000010,30000072,Nakah,-115776531141552000.0000000000,81776967342702304.0000000000,-98226669274008704.0000000000,-115777068819748000.0000000000,-115775777870922000.0000000000,81776881347379200.0000000000,81777028727878896.0000000000,98226252395296400.0000000000,98226992974939808.0000000000,0.0153800000,1,0,0,1,1,1,None,0.3638643384,500007,645474412840.0000000000,3799,B2
10000001,20000010,30000073,Irshah,-95323443986144400.0000000000,60897202373633296.0000000000,-89454401512341104.0000000000,-95328810084356608.0000000000,-95321785394405296.0000000000,60896928689934600.0000000000,60898087836883600.0000000000,89450267821138400.0000000000,89456251865351296.0000000000,0.1500000000,1,0,0,1,0,0,None,0.4295066450,500007,3512344975656.0000000000,45031,B2
10000001,20000010,30000074,Hasateem,-109124883950156000.0000000000,68647473524096800.0000000000,-91822983992110496.0000000000,-109128258957788000.0000000000,-109124080116432000.0000000000,68647463532210800.0000000000,68647515508100704.0000000000,91820936827815104.0000000000,91823816080581696.0000000000,0.0101000000,0,0,0,1,0,0,None,0.4264964120,500007,2089420678352.0000000000,3800,B2
10000001,20000010,30000075,Assah,-115655018402866000.0000000000,74112145986631696.0000000000,-103188394071440000.0000000000,-115656681042200000.0000000000,-115652666421536992.0000000000,74111887391617600.0000000000,74112327438753696.0000000000,103183531561316000.0000000000,103188893916710000.0000000000,0.3229000000,1,0,0,1,0,1,None,0.2978021987,500007,2681177697144.0000000000,6,B2
10000001,20000011,30000076,Tidacha,-96666131425390896.0000000000,65065656728686000.0000000000,-56208771481079200.0000000000,-96666548115730000.0000000000,-96662132175917408.0000000000,65065442897209800.0000000000,65065679289751600.0000000000,56208150368083200.0000000000,56210554611892400.0000000000,0.1989000000,1,0,0,1,0,0,None,0.8200990448,500007,2207969906304.0000000000,3798,B
10000001,20000011,30000077,Odlib,-100580464528326000.0000000000,61711747519974400.0000000000,-55983784947667696.0000000000,-100581029908479008.0000000000,-100578598711728992.0000000000,61711563051008200.0000000000,61711803418018496.0000000000,55980149383841600.0000000000,55985210254675600.0000000000,0.2979000000,0,0,0,1,0,0,None,0.8245166009,500007,2530435416980.0000000000,3799,B
